year,count,country,title
WIPO (PCT),2004.0,Convoyeur sans fin a godets pour le transport d’objets entre une zone de reception des objets et une zone de delivrance de ces derniers avec variation du pas d’espacement des godets entre ces deux zones et machine planteuse ou repiqueuse equipee d’un tel convoyeur,1
WIPO (PCT),2004.0,TRANSPOSASES D'ELEMENTS GENETIQUES MOBILES mariner MUTANTES NON PHOSPHORYLABLES ET HYPERACTIVES,1
WIPO (PCT),2004.0,Utilisation d’oligosaccharides de type oligogalacturonide dans des compositions cosmetiques alimentaires ou dermatologiques pour stimuler la differenciation de cellules epidermiques,1
WIPO (PCT),2004.0,Elements genetiques mobiles appartenant a la famille mariner chez les eucaryotes hydrothermaux,1
WIPO (PCT),2004.0,Batiments thermosolaires a masse radiante,1
WIPO (PCT),2005.0,Dispositif de commande de dispositif de coupure d'energie electrique,1
WIPO (PCT),2005.0,Procedure and facility for processing agricultural produce especially fruits and solar collector pre-drier grinding plant secondary drier and air-conditioning plant especially for the facility,1
WIPO (PCT),2005.0,Planta móvil de regasificación de gnl,1
WIPO (PCT),2006.0,Dispositifs mecaniques autonomes de commande d'arrosage,1
WIPO (PCT),2006.0,Methode et equipement pour la simulation d'operation de chirurgie maxillo faciale et transfert de ce planning en salle d’operation,1
WIPO (PCT),2006.0,Procede systemique d'hygiene rapprochee et dispositif avec cellule d'aseptisation a basse temperature notamment pour denrees alimentaires,1
WIPO (PCT),2006.0,Système de bien-être,1
WIPO (PCT),2006.0,Method and apparatus for measuring hydrogen concentration in zirconium alloy components in the fuel pool of a nuclear power plant,1
WIPO (PCT),2006.0,Sicherheitseinrichtung für eine automatisiert arbeitende anlage mit zumindest einem automatisiert bewegbaren anlagenteil,1
WIPO (PCT),2006.0,苗の調整ステーション,1
WIPO (PCT),2006.0,Ensemble de maquillage destine au tatouage semi-permanent,1
WIPO (PCT),2006.0,Procede et dispositif informatique de determination de la fiabilite d'un microsysteme,1
WIPO (PCT),2007.0,コンバイン,1
WIPO (PCT),2007.0,Verfahren und einrichtung zur detektion einer impulsartigen mechanischen einwirkung auf ein anlagenteil,1
WIPO (PCT),2007.0,Traitements therapeutiques associes au procede de caracterisation d'un element biochimique presentant une activite biologique par analyse des signaux electromagnetiques de basses frequences,1
WIPO (PCT),2007.0,Procede de caracterisation d'un element biochimique presentant une activite biologique notamment pathogene par analyse des signaux electromagnetiques de basses frequences,1
WIPO (PCT),2008.0,Kit d'analyse comprenant au moins deux polymeres a empreintes moleculaires et au moins un marqueur ainsi que le procede d'analyse l'utilisant,1
WIPO (PCT),2008.0,Dispositif d'économie d'eau par recirculation,1
WIPO (PCT),2008.0,Capsicum microencapsule procede pour sa preparation et utilisation,1
WIPO (PCT),2008.0,Installation de panneaux de cellules photovoltaïques,1
WIPO (PCT),2008.0,Méthode optimisée de stockage de l'énergie thermique en aquifère,1
WIPO (PCT),2008.0,Sensor und verfahren zur bestimmung der sauerstoffversorgung in der wurzel,1
WIPO (PCT),2008.0,Composition de maquillage de la peau,1
WIPO (PCT),2008.0,Reseau de centrales hydroelectriques alimentees a l'eau de mer par des energies renouvelables pour leur stockage,1
WIPO (PCT),2009.0,Les montres et les horloges a nouveau sens de rotation des aiguilles qui est le sens trigonometrique positif et arabe,1
WIPO (PCT),2009.0,Dispositif de mesure optoelectronique de l'hydratation d'un vegetal dans son environnement naturel,1
WIPO (PCT),2009.0,Procède de traçabilité et de résurgence de flux pseudonymises sur des réseaux de communication et procède d'émission de flux informatif apte a sécuriser le trafic de données et ses destinataires,1
WIPO (PCT),2009.0,Utilisation de souches d'algues depourvues de paroi cellulaire pour la production de lipides neutres,1
WIPO (PCT),2009.0,索引装置用設置ユニット,1
WIPO (PCT),2009.0,System und verfahren zur selektion von anlageteilen und ermittlung des korrespondierenden cad-elementes,1
WIPO (PCT),2010.0,Procédé et dispositif de prévention et de prévision de l'évolution des incendies,1
WIPO (PCT),2010.0,Réacteur photosynthétique pour la culture de microorganismes et procédé de culture de microorganismes,1
WIPO (PCT),2010.0,Composition cosmétique de maquillage et/ou de soin des matières kératiniques et procédé de maquillage,1
WIPO (PCT),2010.0,Procede de controle d'acces a un systeme par une pluralite d'utilisateurs et systeme procurant l'acces a des services,1
WIPO (PCT),2010.0,Procédé et dispositif de supervision de traitement d'une culture,1
WIPO (PCT),2010.0,Installation motrice d'aéronef à dispositif de transmission réducteur amélioré,1
WIPO (PCT),2010.0,一种移动电站的发电控制方法及其发电机组,1
WIPO (PCT),2010.0,Automatisierungskonzept für ein hütten- oder walzwerk,1
WIPO (PCT),2010.0,Wireless energy transfer systems,1
WIPO (PCT),2011.0,Composition cosmétique moussante à base d'acide ellagique ou d'un de ses dérivés et d'huile essentielle,1
WIPO (PCT),2011.0,Procede de trituration reactive des graines de jatropha,1
WIPO (PCT),2011.0,Procede de traitement des cheveux a l'aide d'ultrasons,1
WIPO (PCT),2011.0,Procède de caracterisation des propriétés hydriques d'un échantillon de materiau et dispositif pour la mise en œuvre d'un tel procede,1
WIPO (PCT),2011.0,Dispositif d'interdiction d'une zone à un animal domestique et procédé de mise en oeuvre d'un tel dispositif,1
WIPO (PCT),2011.0,Dispositif de deshumidification de produits alimentaires tel le miel,1
WIPO (PCT),2011.0,Procede de production de gaz methane,1
WIPO (PCT),2011.0,Utilisation de composés phénoliques pour la déglycation des protéines,1
WIPO (PCT),2011.0,Méthode de détermination de la maturité d'une mangue en vue de sa récolte,1
WIPO (PCT),2012.0,Procede et installation de traitement d'effluents,1
WIPO (PCT),2012.0,Dispositif et procédé d'arrosage pivotant héliotrope,1
WIPO (PCT),2012.0,Vorrichtung und verfahren zur prüfung einer stranggiessanlage,1
WIPO (PCT),2012.0,Berührungslos betätigbare flügelanlage,1
WIPO (PCT),2012.0,Procédé et installation de traitement d'hygiénisation de boues,1
WIPO (PCT),2012.0,Emulsion comprenant un ester de sucre et d'acide gras et un ester d'acide amine et d'alcool gras,1
WIPO (PCT),2012.0,1245-tetrazines 36-fonctionnalisees procede de preparation compositions en comportant et utilisation a la detection de polluants organiques,1
WIPO (PCT),2013.0,太阳能发电站的定日镜校准系统及校准方法,2
WIPO (PCT),2013.0,Outil électromécanique portatif,1
WIPO (PCT),2013.0,Composition cosmetique comprenant du miel de thym et de l'eau thermale de neyrac,1
WIPO (PCT),2013.0,Generateur bionique hybride universel,1
